ID,title,link
38,Backend Developer - Senior Level (Pythonl) Upto 40M,https://www.topcv.vn/viec-lam/backend-developer-senior-level-pythonl-upto-40m/1785633.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
39,Graphic Designer Junior HCM,https://www.topcv.vn/viec-lam/graphic-designer-junior-hcm/1450754.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
40,Graphic Designer Leader,https://www.topcv.vn/viec-lam/graphic-designer-leader/1960188.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
41,Java Developer,https://www.topcv.vn/viec-lam/java-developer/1273173.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
42,Backend Developer (Golang/Python) + Signing Bonus Onboard Vào Tháng 12,https://www.topcv.vn/viec-lam/backend-developer-golang-python-signing-bonus-onboard-vao-thang-12/1967120.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
43,Graphic Design Tại Hà Nội - Đi Làm Ngay,https://www.topcv.vn/viec-lam/graphic-design-tai-ha-noi-di-lam-ngay/1967680.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
44,"Nhân Viên Thiết Kế Đồ Họa (Graphic Designer) Mảng Chế Bản, In Ấn",https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa-graphic-designer-mang-che-ban-in-an/1969836.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
45,Nhân Viên Marketing - Toyota (Thiết Kế Và Truyền Thông),https://www.topcv.vn/viec-lam/nhan-vien-marketing-toyota-thiet-ke-va-truyen-thong/1971724.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
46,Chuyên Viên Phân Tích Nghiệp Vụ (BA),https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-ba/1963996.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
47,Business Analyst,https://www.topcv.vn/viec-lam/business-analyst/1965307.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
48,Nhân Viên Designer Marketing,https://www.topcv.vn/viec-lam/nhan-vien-designer-marketing/1969819.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
49,IT Systems Developer And Administrator,https://www.topcv.vn/viec-lam/it-systems-developer-and-administrator/1961691.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
50,Nhân Viên IT,https://www.topcv.vn/viec-lam/nhan-vien-it/1962449.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095807
51,Graphic Designer (Nhân Viên Thiết Kế Đồ Họa),https://www.topcv.vn/viec-lam/graphic-designer-nhan-vien-thiet-ke-do-hoa/1965685.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
52,"Chuyên Viên Kinh Doanh Phần Mềm (Business Developer) - Data Có Sẵn, Hoa Hồng Cao, Bonus KPI, Thu Nh...",https://www.topcv.vn/viec-lam/chuyen-vien-kinh-doanh-phan-mem-business-developer-data-co-san-hoa-hong-cao-bonus-kpi-thu-nhap-15-60-trieu/1931937.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
53,Business Analyst/ Chuyên Viên Phân Tích Nghiệp Vụ (Fintech Project) - Phường Sài Gòn,https://www.topcv.vn/viec-lam/business-analyst-chuyen-vien-phan-tich-nghiep-vu-fintech-project-phuong-sai-gon/1968193.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
54,Kỹ Sư An Toàn Thông Tin,https://www.topcv.vn/viec-lam/ky-su-an-toan-thong-tin/1961875.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
55,Software Quality Assurance (SQA) Engineer,https://www.topcv.vn/viec-lam/software-quality-assurance-sqa-engineer/1974982.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
56,Thiết Kế Đồ Họa – E-Marketing,https://www.topcv.vn/viec-lam/thiet-ke-do-hoa-e-marketing/1971425.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
57,Internship/ Fresher Program Web Developer,https://www.topcv.vn/viec-lam/internship-fresher-program-web-developer/1972489.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
58,"Senior DevOps / Network & Infra Engineer [Hồ Chí Minh] - Thu Nhập Cạnh Nhiều, Nhiều Đãi Ngộ Hấp Dẫn",https://www.topcv.vn/viec-lam/senior-devops-network-infra-engineer-ho-chi-minh-thu-nhap-canh-nhieu-nhieu-dai-ngo-hap-dan/1971950.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
59,Chuyên Viên Thiết Kế,https://www.topcv.vn/viec-lam/chuyen-vien-thiet-ke/1968404.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
60,IT Helpdesk,https://www.topcv.vn/brand/topcv/tuyen-dung/it-helpdesk-j1974978.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
61,Graphic Designer,https://www.topcv.vn/viec-lam/graphic-designer/1556162.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
62,Nhân Viên Thiết Kế Đồ Họa,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-do-hoa/1974126.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
63,UI/UX Design,https://www.topcv.vn/viec-lam/ui-ux-design/1971993.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
64,"Developer (.NET) – POS/Payment System, 5 YOE+ (Go Vap, Ho Chi Minh)",https://www.topcv.vn/viec-lam/developer-net-pos-payment-system-5-yoe-go-vap-ho-chi-minh/1973127.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
65,DevOps Engineer,https://www.topcv.vn/brand/topcv/tuyen-dung/devops-engineer-j1823528.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
66,Nhân Viên Kinh Doanh/ Sales/Telesales Thu Nhập Up To 20-50M++ _ Đi Làm Ngay Tại Hà Nội,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sales-telesales-thu-nhap-up-to-20-50m-di-lam-ngay-tai-ha-noi/1720351.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
67,Thiết Kế Và Sản Xuất Animator Tại Hồ Chí Minh (Lương 20tr - 35tr) CV Tiếng Anh Và Portfolio File Vid...,https://www.topcv.vn/viec-lam/thiet-ke-va-san-xuat-animator-tai-ho-chi-minh-luong-20tr-35tr-cv-tieng-anh-va-portfolio-file-video/1518593.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
68,Unreal Engine Artist Tại Hồ Chí Minh (Lương 10tr - 30tr) CV Tiếng Anh Và Portfolio File Video,https://www.topcv.vn/viec-lam/unreal-engine-artist-tai-ho-chi-minh-luong-10tr-30tr-cv-tieng-anh-va-portfolio-file-video/1518603.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
69,Back-End Developer,https://www.topcv.vn/viec-lam/back-end-developer/1888410.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
70,Business Analyst,https://www.topcv.vn/viec-lam/business-analyst/1963552.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
71,Senior Engineer - Đi Làm Sau Tết Âm - Lương Up To 4000$,https://www.topcv.vn/viec-lam/senior-engineer-di-lam-sau-tet-am-luong-up-to-4000/1968608.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
72,Nhân Viên Golang Developer Lương Net 25 - 45 Triệu,https://www.topcv.vn/viec-lam/nhan-vien-golang-developer-luong-net-25-45-trieu/1971349.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
73,Backend Developer Python,https://www.topcv.vn/viec-lam/backend-developer-python/1971226.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
74,Kỹ Sư Triển Khai Mạng,https://www.topcv.vn/viec-lam/ky-su-trien-khai-mang/1802945.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
75,Backend Developer (PHP),https://www.topcv.vn/brand/topcv/tuyen-dung/backend-developer-php-j1971855.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
76,Nhân Viên Kinh Doanh Dự Án B2B (IT/Telecom),https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-du-an-b2b-it-telecom/1970152.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
77,"Middle/Senior Mobile Developer (Flutter, Dart)",https://www.topcv.vn/viec-lam/middle-senior-mobile-developer-flutter-dart/1967799.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
78,Designer Thiết Kế Áo Thun POD (Print On Demand – Thị Trường US),https://www.topcv.vn/viec-lam/designer-thiet-ke-ao-thun-pod-print-on-demand-thi-truong-us/1967985.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
79,Graphic Designer,https://www.topcv.vn/viec-lam/graphic-designer/1962260.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
80,Nhân Viên Kinh Doanh B2B – Phát Triển Thị Trường Sản Phẩm Phầm Mềm ( Thu Nhập 10-20 Triệu/Tháng - K...,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-b2b-phat-trien-thi-truong-san-pham-pham-mem-thu-nhap-10-20-trieu-thang-khu-vuc-ha-noi-ho-chi-minh-hue-dak-lak-da-nang/1972794.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
81,Backend Developer (Node.Js),https://www.topcv.vn/viec-lam/backend-developer-node-js/1955245.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
82,Nhân Viên Kinh Doanh Phần Mềm Logistics (Lương Cứng 12-14 Triệu),https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-phan-mem-logistics-luong-cung-12-14-trieu/1964897.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
83,"Kỹ Sư Triển Khai Dự Án Mạng - Bảo Mật (Postsale NetSec), Thu Nhập Upto 40tr",https://www.topcv.vn/viec-lam/ky-su-trien-khai-du-an-mang-bao-mat-postsale-netsec-thu-nhap-upto-40tr/1949532.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
84,Nhân Viên Thiết Kế – Marketing (Thu Nhập Cơ Bản 15 Triệu +),https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-marketing-thu-nhap-co-ban-15-trieu/1966889.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
85,Business Analyst (English) - Hà Nội/ Hồ Chí Minh,https://www.topcv.vn/viec-lam/business-analyst-english-ha-noi-ho-chi-minh/1967089.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
86,CVCC/CG Quản Trị Rủi Ro Công Nghệ Thông Tin (Digital Channel Risk Management Specialist),https://www.topcv.vn/viec-lam/cvcc-cg-quan-tri-rui-ro-cong-nghe-thong-tin-digital-channel-risk-management-specialist/1971205.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
87,Chuyên Viên Phân Tích Nghiệp Vụ Phần Mềm (Yêu Cầu Học Kế Toán/Kiểm Toán),https://www.topcv.vn/viec-lam/chuyen-vien-phan-tich-nghiep-vu-phan-mem-yeu-cau-hoc-ke-toan-kiem-toan/1973714.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
88,"Lập Trình Viên Web (C#, .Net) - Từ 1 Năm Kinh Nghiệm",https://www.topcv.vn/viec-lam/lap-trinh-vien-web-c-net-tu-1-nam-kinh-nghiem/1961991.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095820
