Job_Title,Roles,Recruitment_Count,Province,Company_Location,Current_Employee_Min,Current_Employee_Max,Language,Tech_Stack,Programming_Language,Skills,Total_Work_Hour,Salary_Min,Salary_Max,First_Working_Day_Of_Week,Last_Working_Day_Of_Week,Work_On_Saturday,Work_On_Sunday,Experience_Years,Deadline,Company_Name,Company_Industry,Job_Level,Academic_Level,Job_Type,Company_URL,Job_URL,Date_Crawl,Layout_Type
Nhân Viên Thiết Kế 2d,"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,['TIẾNG VIỆT'],"['MOTION GRAPHICS', 'PARALLAX', '2D ANIMATION', '3D', 'AFTER EFFECTS', 'PHOTOSHOP', 'PREMIERE', 'BLENDER', 'CINEMA 4D']",,"['TƯ DUY THẨM MỸ', 'CẢM NHẬN CHUYỂN ĐỘNG VÀ NHỊP ĐIỆU HÌNH ẢNH', 'THIẾT KẾ HÌNH ẢNH', 'BẮT TREND', 'KỂ CHUYỆN BẰNG HÌNH ẢNH', 'TINH THẦN TRÁCH NHIỆM', 'CHỦ ĐỘNG', 'TỈ MỈ', 'ĐÚNG DEADLINE', 'KỸ NĂNG GIAO TIẾP', 'HAM HỌC HỎI']",93.5,8000000.0,12000000.0,2,6,True,False,Dưới 1 năm,12/01/2026,Công ty Cổ phần Beta Music Media,Marketing / Truyền thông / Quảng cáo,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-beta-music-media/156149.html,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-2d/1368801.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095974,09/12/2025 14:44:52,standard
Technical Leader (Golang/Rust),"['CÔNG NGHỆ THÔNG TIN', 'SOFTWARE ENGINEERING', 'BACKEND DEVELOPER', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['RESTFUL API', 'GRAPHQL', 'SQL', 'NOSQL', 'POSTGRESQL', 'MYSQL', 'MONGODB', 'REDIS', 'DYNAMODB', 'AWS', 'AZURE', 'GCP', 'EC2', 'S3', 'RDS', 'LAMBDA', 'SQS', 'DOCKER', 'KUBERNETES', 'MICROSERVICES ARCHITECTURE', 'DISTRIBUTED SYSTEMS', 'CI/CD', 'RABBITMQ', 'KAFKA', 'GIT', 'GITFLOW']","['GOLANG', 'RUST', 'SQL', 'NOSQL']","['BACKEND DEVELOPMENT', 'TEAM LEADERSHIP', 'SYSTEM ARCHITECTURE DESIGN', 'API DESIGN', 'DATABASE SCHEMA DESIGN', 'QUERY OPTIMIZATION', 'CODE QUALITY', 'PERFORMANCE OPTIMIZATION', 'SECURITY', 'DATA PROTECTION', 'DEPLOYMENT STRATEGY', 'CLOUD INFRASTRUCTURE MANAGEMENT', 'TECHNICAL DECISION MAKING', 'MENTORING', 'TASK PLANNING', 'CODE REVIEW', 'UNIT TESTING', 'INTEGRATION TESTING', 'ANALYTICAL SKILLS', 'PROBLEM-SOLVING', 'SOLUTION ARCHITECTURE', 'OWNERSHIP', 'COMMUNICATION SKILLS', 'COLLABORATION']",45.0,,,2,6,False,False,5 năm,01/01/2026,Công ty Cổ Phần Bản Viên,IT - Phần mềm,Trưởng nhóm,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-ban-vien/27248.html,https://www.topcv.vn/viec-lam/golang-leader/1971311.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095974,09/12/2025 14:45:10,standard
Nhân Viên Tư Vấn Trực Tiếp - KiotViet,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",2,"['ĐÀ NẴNG', 'THANH HÓA']","['ĐÀ NẴNG', 'THANH HÓA']",,,['TIẾNG VIỆT'],,,"['XÂY DỰNG KÊNH SOCIAL CÁ NHÂN', 'GIAO TIẾP TỐT', 'GIẢI QUYẾT VẤN ĐỀ', 'THUYẾT PHỤC']",52.25,25000000.0,30000000.0,2,6,True,False,Không yêu cầu,01/01/2026,CÔNG TY CỔ PHẦN CÔNG NGHỆ KIOTVIET,Null,Nhân viên,Trung học phổ thông (Cấp 3) trở lên,Toàn thời gian,https://www.topcv.vn/brand/ctcpcnkiotviet?id=139056,https://www.topcv.vn/brand/ctcpcnkiotviet/tuyen-dung/nhan-vien-tu-van-truc-tiep-kiotviet-j1895253.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095974,09/12/2025 14:45:26,brand_v1
Senior Business Analyst/PO,"['CÔNG NGHỆ THÔNG TIN', 'PRODUCT MANAGEMENT', 'BUSINESS ANALYST (PHÂN TÍCH NGHIỆP VỤ)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],,,"['TIẾNG VIỆT', 'TIẾNG ANH']",['AI'],,"['PHÂN TÍCH NGHIỆP VỤ', 'QUẢN LÝ YÊU CẦU', 'THU THẬP VÀ PHÂN TÍCH YÊU CẦU', 'LẬP KẾ HOẠCH VÀ QUẢN LÝ DỰ ÁN', 'VIẾT TÀI LIỆU', 'KỸ NĂNG QUẢN LÝ', 'HUẤN LUYỆN', 'ĐÀO TẠO', 'TIẾNG ANH']",45.0,,,2,6,False,False,5 năm,01/01/2026,FPT IS,Null,Trưởng nhóm,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/brand/fptis?id=198874,https://www.topcv.vn/brand/fptis/tuyen-dung/senior-business-analyst-po-j1743821.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095974,09/12/2025 14:45:42,brand_v1
Tư Vấn Giải Pháp Bảo Mật (Presales Security),"['CÔNG NGHỆ THÔNG TIN', 'INFORMATION SECURITY', 'CHUYÊN VIÊN CYBER SECURITY', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],100.0,499.0,['TIẾNG VIỆT'],"['INFORMATION SECURITY', 'CYBER SECURITY', 'INFORMATION TECHNOLOGY']",,"['PRE-SALES', 'KỸ NĂNG GIAO TIẾP', 'KỸ NĂNG THUYẾT TRÌNH', 'TƯ VẤN', 'VIẾT TÀI LIỆU KỸ THUẬT', 'PHÂN TÍCH YÊU CẦU', 'NGHIÊN CỨU THỊ TRƯỜNG', 'ĐÀO TẠO']",45.0,20000000.0,40000000.0,2,6,False,False,3 năm,01/01/2026,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,IT - Phần mềm,Trưởng nhóm,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-tu-van-cong-nghe-ngs/72435.html,https://www.topcv.vn/viec-lam/tu-van-giai-phap-bao-mat-presales-security/1208236.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:45:58,standard
Senior Finance System Analyst (ERP/Power BI),"['CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'IT CONSULTANT', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],500.0,1000.0,['TIẾNG VIỆT'],"['ERP', 'POWER BI', 'SAP', 'ORACLE', 'JEDOX', 'CRM', 'DATAWAREHOUSE', 'BI DASHBOARD']",['SQL'],"['TÀI CHÍNH - KẾ TOÁN', 'HOẠCH ĐỊNH VÀ KIỂM SOÁT NGÂN SÁCH', 'XÂY DỰNG HỆ THỐNG KIỂM SOÁT NGÂN SÁCH', 'BÁO CÁO TÀI CHÍNH', 'BÁO CÁO KẾ HOẠCH KINH DOANH', 'PHÂN TÍCH DỮ LIỆU', 'COORDINATE', 'THƯƠNG LƯỢNG', 'GIAO TIẾP', 'DUY TRÌ MỐI QUAN HỆ', 'DỰ BÁO', 'QUẢN LÝ RỦI RO', 'QUẢN LÝ SỰ THAY ĐỔI', 'PHÂN TÍCH', 'ĐỀ XUẤT Ý TƯỞỞNG', 'GIẢI QUYẾT VẤN ĐỀ', 'TƯ DUY CHIẾN LƯỢC', 'HOẠCH ĐỊNH', 'QUAN SÁT', 'PHÁN ĐOÁN', 'TỔNG HỢP', 'QUẢN LÝ DỰ ÁN', 'PHÂN TÍCH NGHIỆP VỤ TÀI CHÍNH']",48.5,,,2,6,True,False,3 năm,01/01/2026,NOVALAND GROUP CORP,Bất động sản,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/novaland-group-corp/198816.html,https://www.topcv.vn/viec-lam/senior-finance-system-analyst-erp-power-bi/1933503.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:46:14,standard
Giảng Viên Thiết Kế Đồ Họa,"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",3,['CẦN THƠ'],['HỒ CHÍ MINH'],100.0,499.0,['TIẾNG VIỆT'],"['INDESIGN', 'DIMENSION', 'UX/UI']",,"['GIẢNG DẠY', 'VẼ TAY', 'PHÁC THẢO', 'PHÁT TRIỂN Ý TƯỞNG SÁNG TẠO', 'THIẾT KẾ ĐỒ HỌA']",,,,2,6,True,False,3 năm,01/01/2026,CÔNG TY CỔ PHẦN HƯỚNG NGHIỆP Á ÂU,Nhà hàng / Khách sạn,Trưởng nhóm,Cao Đẳng trở lên,Bán thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-huong-nghiep-a-au/157718.html,https://www.topcv.vn/viec-lam/giang-vien-thiet-ke-do-hoa/1473872.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:46:33,standard
System Engineer (Cloud/Openstack),"['CÔNG NGHỆ THÔNG TIN', 'IT INFRASTRUCTURE AND OPERATIONS', 'CLOUD ENGINEER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HỒ CHÍ MINH'],100.0,499.0,['TIẾNG VIỆT'],"['OPENSTACK', 'CLOUD', 'CEPH STORAGE', 'KOLLA-ANSIBLE', 'DOCKER', 'KUBERNETES', 'RED HAT OPENSHIFT', 'CI/CD', 'VIRTUALIZATION', 'JENKINS', 'GITLAB CI/CD', 'ARGOCD', 'SYSTEM ARCHITECTURE', 'NETWORKING', 'SECURITY', 'HA', 'RED HAT', 'LPI', 'BIG DATA', 'AI', 'AUTOMATION', 'LINUX SYSTEM ADMINISTRATION', 'TCP/IP', 'DNS', 'ROUTING', 'CLOUD COMPUTING']",['PYTHON'],"['VIẾT TÀI LIỆU KỸ THUẬT', 'XỬ LÝ SỰ CỐ', 'TỐI ƯU HỆ THỐNG', 'TỰ ĐỘNG HÓA', 'LẬP TRÌNH CƠ BẢN']",48.5,,,2,6,True,False,3 năm,01/01/2026,CÔNG TY CỔ PHẦN CÔNG NGHỆ TRUYỀN THÔNG DTS,IT - Phần cứng,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-truyen-thong-dts/28489.html,https://www.topcv.vn/viec-lam/system-engineer-cloud-openstack/1878045.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:46:50,standard
Graphic Designer,"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],,,['TIẾNG VIỆT'],"['ILLUSTRATOR', 'PHOTOSHOP']",,"['TƯ DUY SÁNG TẠO', 'CẢM THỤ MÀU SẮC', 'TƯ DUY VỀ BỐ CỤC', 'KỸ NĂNG NGHIÊN CỨU TÌM KIẾM', 'VẼ MINH HỌA', 'NĂNG ĐỘNG', 'HAM HỌC HỎI', 'CẦU TIẾN', 'NGHIÊM TÚC', 'TRÁCH NHIỆM TRONG CÔNG VIỆC', 'THIẾT KẾ ĐỒ HỌA', 'TYPOGRAPHY']",47.5,,,2,6,False,False,1 năm,01/01/2026,Công ty Cổ phần Công nghệ eUp,Null,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/brand/eup?id=81451,https://www.topcv.vn/brand/eup/tuyen-dung/graphic-designer-j1925966.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:47:04,brand_v1
CTV Thiết Kế Đồ Họa,"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],,,['TIẾNG VIỆT'],"['ADOBE ILLUSTRATOR', 'ADOBE PHOTOSHOP', 'UI']",,"['KỸ NĂNG GIAO TIẾP', 'TƯ DUY SÁNG TẠO', 'KỸ NĂNG THIẾT KẾ', 'CHĂM CHỈ', 'HAM HỌC HỎI', 'CHỦ ĐỘNG', 'TINH THẦN TRÁCH NHIỆM']",,4000000.0,5000000.0,,,False,False,1 năm,01/01/2026,Công ty Cổ phần Công nghệ eUp,Null,Thực tập sinh,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/brand/eup?id=81451,https://www.topcv.vn/brand/eup/tuyen-dung/ctv-thiet-ke-do-hoa-j1925977.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:47:21,brand_v1
Graphic Designer (Nhân Viên Thiết Kế Đồ Họa),"['MARKETING/PR/QUẢNG CÁO', 'CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'QUẢNG CÁO/SÁNG TẠO', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'THIẾT KẾ ĐỒ HỌA (GRAPHIC DESIGN)', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['BÌNH DƯƠNG'],10.0,24.0,['TIẾNG VIỆT'],"['PHOTOSHOP', 'ILLUSTRATOR', 'PREMIERE', 'CAPCUT']",,"['SÁNG TẠO', 'TƯ DUY THẨM MỸ', 'LÀM VIỆC NHÓM', 'TIẾP NHẬN FEEDBACK']",45.0,15000000.0,20000000.0,2,6,False,False,1 năm,01/01/2026,Công ty TNHH XNK Seivina,Xuất nhập khẩu,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-xnk-seivina/80296.html,https://www.topcv.vn/viec-lam/graphic-designer-nhan-vien-thiet-ke-do-hoa/1970977.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:47:36,standard
Chuyên Viên IT,"['CÔNG NGHỆ THÔNG TIN', 'INFORMATION SECURITY', 'CHUYÊN VIÊN IT SECURITY', 'VIỆC LÀM IT']",1,['ĐÀ NẴNG'],['QUẢNG NAM'],100.0,499.0,['TIẾNG VIỆT'],"['APPSHEET', 'MOBILE', 'WEB', 'QR CODE', 'BOT', 'GOOGLE APPS SCRIPT', 'API', 'MISA API', 'POWER BI', 'DATA VISUALIZATION', 'DASHBOARD', 'NETWORK', 'LAN', 'WAN', 'WIFI', 'SERVER', 'HARDWARE']","['JAVASCRIPT', 'SQL']","['LẬP TRÌNH ỨNG DỤNG', 'XỬ LÝ DỮ LIỆU', 'DATA QUERY', 'QUẢN TRỊ HẠ TẦNG MẠNG', 'QUẢN LÝ TÀI SẢN', 'KIÊN TRÌ', 'CHỦ ĐỘNG', 'GIAO TIẾP', 'GIẢI QUYẾT VẤN ĐỀ', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'KIẾN THỨC VỀ PHẦN CỨNG VÀ PHẦN MỀM']",54.0,,,2,6,True,False,1 năm,31/01/2026,CÔNG TY CỔ PHẦN DEWOO,Sản xuất,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-dewoo/127358.html,https://www.topcv.vn/viec-lam/chuyen-vien-it/1970569.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:47:53,standard
Account Manager/Business Development/Sales B2B,"['CÔNG NGHỆ THÔNG TIN', 'CÔNG NGHỆ THÔNG TIN KHÁC', 'IT CONSULTANT', 'VIỆC LÀM IT']",3,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['GOOGLE', 'AWS', 'GOOGLE DOCS', 'GOOGLE SHEETS', 'GOOGLE SLIDE']",,"['PHÂN TÍCH THỊ TRƯỜNG', 'COLD CALL', 'SOCIAL MEDIA', 'PHÁT TRIỂN MẠNG LƯỚI KHÁCH HÀNG', 'QUẢN LÝ PIPELINE', 'TRÌNH BÀY GIẢI PHÁP', 'ĐÀM PHÁN', 'SALES', 'BUSINESS ANALYSIS', 'PROJECT MANAGEMENT', 'SẴN SÀNG HỌC HỎI', 'TIẾNG ANH', 'XÂY DỰNG MỐI QUAN HỆ KHÁCH HÀNG', 'QUẢN LÝ TÀI KHOẢN KHÁCH HÀNG', 'KỸ NĂNG BÁN HÀNG B2B', 'LẬP KẾ HOẠCH VÀ THỰC HIỆN CHIẾN LƯỢC KINH DOANH', 'PHÂN TÍCH NHU CẦU KHÁCH HÀNG']",47.5,8000000.0,14000000.0,2,6,False,False,3 năm,01/01/2026,CÔNG TY CỔ PHẦN PHÁT TRIỂN DỊCH VỤ ĐÁM MÂY CLOUDAZ,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-phat-trien-dich-vu-dam-may-cloudaz/120666.html,https://www.topcv.vn/viec-lam/account-manager-business-development-sales-b2b/1400187.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:50:34,standard
Nhân Viên Kinh Doanh Ngành Công Nghệ Thông Tin,"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH PHẦN MỀM', 'VIỆC LÀM IT']",1,['HỒ CHÍ MINH'],['HỒ CHÍ MINH'],1.0,9.0,['TIẾNG VIỆT'],,,"['KINH DOANH', 'BÁN HÀNG', 'TƯ VẤN', 'NGHIÊN CỨU THỊ TRƯỜNG', 'GIAO TIẾP', 'THUYẾT TRÌNH', 'ĐÀM PHÁN', 'XÂY DỰNG MỐI QUAN HỆ', 'LÀM VIỆC ĐỘC LẬP', 'LÀM VIỆC NHÓM', 'PHÂN TÍCH', 'GIẢI QUYẾT VẤN ĐỀ', 'ĐƯA RA QUYẾT ĐỊNH']",45.0,15000000.0,20000000.0,2,6,False,False,2 năm,01/01/2026,CÔNG TY TNHH AZ TECHNOLOGY,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-tnhh-az-technology/178296.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-nganh-cong-nghe-thong-tin/1970601.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:50:50,standard
Product Owner (Mobile Game),"['CÔNG NGHỆ THÔNG TIN', 'PRODUCT MANAGEMENT', 'PRODUCT OWNER/PRODUCT MANAGER', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['MOBILE GAME', 'MOBILE APP', 'AGILE', 'SCRUM', 'KPI', 'BI', 'STEAM', 'PC']",,"['PRODUCT MANAGEMENT', 'USER INSIGHT', 'ANALYTICAL MINDSET', 'PLAYER BEHAVIOR ANALYSIS', 'COMMUNICATION', 'PRESENTATION', 'PLANNING', 'STAKEHOLDER MANAGEMENT', 'STRATEGIC THINKING', 'DECISION-MAKING', 'TEAMWORK', 'MARKET RESEARCH', 'COMPETITOR ANALYSIS', 'PRODUCT ROADMAP MANAGEMENT']",47.5,,40000000.0,2,6,False,False,2 năm,15/12/2025,SonatGame Studio,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/sonatgame-studio/21388.html,https://www.topcv.vn/viec-lam/product-owner-mobile-game/1572976.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:51:04,standard
Global Account Manager (Chinese-English Speaking),"['KINH DOANH/BÁN HÀNG', 'CÔNG NGHỆ THÔNG TIN', 'SALES IT PHẦN MỀM', 'KINH DOANH DOMAIN/HOSTING/SERVER', 'VIỆC LÀM IT']",2,['HÀ NỘI'],['HÀ NỘI'],500.0,1000.0,"['TIẾNG VIỆT', 'TIẾNG ANH', 'TIẾNG TRUNG']",,,"['KINH DOANH B2B', 'QUẢN LÝ DỰ ÁN', 'KỸ NĂNG GIAO TIẾP', 'ĐÀM PHÁN', 'TỔNG HỢP THÔNG TIN', 'GIAO TIẾP TIẾNG ANH', 'GIAO TIẾP TIẾNG TRUNG', 'CHỊU ÁP LỰC CÔNG VIỆC', 'QUẢN LÝ TÀI KHOẢN KHÁCH HÀNG', 'XÂY DỰNG MỐI QUAN HỆ', 'GIẢI QUYẾT VẤN ĐỀ', 'NETWORKING']",,,,2,6,False,False,3 năm,17/12/2025,Công ty cổ phần Hạ tầng Viễn thông CMC Telecom,Viễn thông,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-ha-tang-vien-thong-cmc-telecom/200874.html,https://www.topcv.vn/viec-lam/global-account-manager-chinese-english-speaking/1954151.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:51:20,standard
UIUX Designer,"['CÔNG NGHỆ THÔNG TIN', 'THIẾT KẾ', 'SOFTWARE DESIGN', 'THIẾT KẾ ĐỒ HOẠ/GIAO DIỆN/TRẢI NGHIỆM', 'UI/UX DESIGN', 'VIỆC LÀM IT']",1,['HÀ NỘI'],['HÀ NỘI'],,,"['TIẾNG VIỆT', 'TIẾNG ANH']","['AI', 'GAMIFICATION', 'WEB', 'MOBILE APP', 'DESIGN SYSTEM', 'FIGMA', 'ADOBE XD', 'ILLUSTRATOR', 'PHOTOSHOP', 'SAAS', 'EDTECH']",,"['TƯ DUY HỆ THỐNG', 'GIAO TIẾP', 'LẮNG NGHE', 'TRÌNH BÀY Ý TƯỞNG', 'LÀM VIỆC NHÓM', 'NGHIÊN CỨU NGƯỜI DÙNG']",47.5,,30000000.0,2,6,False,False,3 năm,31/12/2025,CÔNG TY CỔ PHẦN CÔNG NGHỆ FLYER,Null,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/brand/flyer?id=86901,https://www.topcv.vn/brand/flyer/tuyen-dung/uiux-designer-j1953914.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:51:34,brand_v1
Embedded Linux Engineer,"['CÔNG NGHỆ THÔNG TIN', 'ĐIỆN/ĐIỆN TỬ/VIỄN THÔNG', 'IOT/EMBEDDED ENGINEER', 'ĐIỆN TỬ/PHẦN CỨNG', 'EMBEDDED ENGINEER/LẬP TRÌNH NHÚNG', 'VIỆC LÀM IT']",1,['HÀ NỘI'],"['HÀ NỘI', 'VĨNH PHÚC']",25.0,99.0,"['TIẾNG VIỆT', 'TIẾNG ANH']","['CLOUD', 'IOT', 'AI', 'EMBEDDED', 'SOCKET', 'MULTI-THREADING', 'INTER-PROCESS COMMUNICATION', 'LINUX KERNEL', 'DRIVERS', 'NETWORKING', 'GIT', 'COMPUTER ARCHITECTURE']","['C', 'C++', 'SHELL', 'JAVA', 'PYTHON']","['PHÂN TÍCH YÊU CẦU', 'THIẾT KẾ KIẾN TRÚC HỆ THỐNG', 'THIẾT KẾ PHẦN MỀM', 'LÀM VIỆC NHÓM', 'NGHIÊN CỨU CÔNG NGHỆ MỚI', 'QUY TRÌNH PHÁT TRIỂN PHẦN MỀM', 'ĐỌC HIỂU TIẾNG ANH CHUYÊN NGÀNH', 'TIẾP THU VÀ VẬN DỤNG CÔNG NGHỆ MỚI', 'GIAO TIẾP', 'TIẾP NHẬN GÓP Ý', 'TRUNG THỰC', 'TINH THẦN TRÁCH NHIỆM', 'CHỊU ÁP LỰC CÔNG VIỆC']",45.0,12000000.0,30000000.0,2,6,False,False,2 năm,31/12/2025,Công ty Cổ phần Công nghệ Pavana,IT - Phần mềm,Nhân viên,Đại Học trở lên,Toàn thời gian,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-pavana/73611.html,https://www.topcv.vn/viec-lam/embedded-linux-engineer/1932570.html?ta_source=JobSearchList_LinkDetail&u_sr_id=vhbFIo4GqaZLKyp8jn9Cn4VEepc9rh4hVUZWiqL6_1765095985,09/12/2025 14:51:51,standard
